,scientific_name,common_names,occurrence,nativeness,abundance,seasonality
99163,Mimus polyglottos,Northern Mockingbird,Present,Native,Rare,Vagrant
99164,Toxostoma redivivum,California Thrasher,Present,Native,Rare,Breeder
99165,Anthus rubescens,American Pipit,Present,Native,Uncommon,Breeder
99166,Baeolophus inornatus,Oak Titmouse,Present,Native,Common,Breeder
99167,Poecile gambeli,Mountain Chickadee,Present,Native,Common,Breeder
99168,Dendroica coronata,Yellow-Rumped Warbler,Present,Native,Common,Breeder
99169,Dendroica nigrescens,"Black-Throated Gray Warbler, Black-Throated Grey Warbler",Present,Native,Uncommon,Breeder
99170,Dendroica occidentalis,Hermit Warbler,Present,Native,Uncommon,Breeder
99171,Dendroica pensylvanica,Chestnut-Sided Warbler,Present,Native,Rare,Vagrant
99172,Dendroica petechia,"American Yellow Warbler, Yellow Warbler",Present,Native,Uncommon,Breeder
99173,Dendroica townsendi,Townsend's Warbler,Present,Native,Rare,Migratory
99174,Geothlypis trichas,Common Yellowthroat,Present,Native,Rare,Migratory
99175,Oporornis tolmiei,Macgillivray's Warbler,Present,Native,Uncommon,Breeder
99176,Vermivora celata,Orange-Crowned Warbler,Present,Native,Uncommon,Breeder
99177,Vermivora luciae,Lucy's Warbler,Present,Native,Occasional,Vagrant
99178,Vermivora ruficapilla,Nashville Warbler,Present,Native,Common,Breeder
99179,Wilsonia pusilla,Wilson's Warbler,Present,Native,Uncommon,Breeder
99180,Passer domesticus,House Sparrow,Present,Not Native,Rare,Breeder
99181,Polioptila caerulea,"Blue-Gray Gnatcatcher, Blue-Grey Gnatcatcher",Present,Native,Rare,Breeder
99182,Phainopepla nitens,Phainopepla,Present,Native,Rare,Breeder
99183,Regulus calendula,Ruby-Crowned Kinglet,Present,Native,Common,Breeder
99184,Regulus satrapa,Golden-Crowned Kinglet,Present,Native,Common,Breeder
99185,Sitta canadensis,Red-Breasted Nuthatch,Present,Native,Uncommon,Breeder
99186,Sitta carolinensis,White-Breasted Nuthatch,Present,Native,Uncommon,Breeder
99187,Sitta pygmaea,Pygmy Nuthatch,Present,Native,Rare,Breeder
99188,Sturnus vulgaris,"Common Starling, European Starling",Present,Not Native,Rare,Breeder
99189,Chamaea fasciata,Wrentit,Present,Native,Common,Breeder
99190,Catherpes mexicanus,Canyon Wren,Present,Native,Uncommon,Breeder
99191,Salpinctes obsoletus,Rock Wren,Present,Native,Uncommon,Breeder
99192,Thryomanes bewickii,Bewick's Wren,Present,Native,Uncommon,Breeder
99193,Troglodytes aedon,House Wren,Present,Native,Common,Breeder
99194,Troglodytes troglodytes,Winter Wren,Present,Native,Uncommon,Breeder
99195,Catharus guttatus,Hermit Thrush,Present,Native,Uncommon,Breeder
99196,Catharus ustulatus,Swainson's Thrush,Present,Native,Rare,Breeder
99197,Ixoreus naevius,Varied Thrush,Present,Native,Uncommon,Resident
99198,Myadestes townsendi,Townsend's Solitaire,Present,Native,Uncommon,Breeder
99199,Sialia currucoides,Mountain Bluebird,Present,Native,Uncommon,Breeder
99200,Sialia mexicana,Western Bluebird,Present,Native,Common,Breeder
99201,Turdus migratorius,American Robin,Present,Native,Abundant,Breeder
99202,Contopus cooperi,Olive-Sided Flycatcher,Present,Native,Uncommon,Breeder
99203,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee",Present,Native,Uncommon,Breeder
99204,Empidonax difficilis,Pacific Slope Flycatcher,Present,Native,Uncommon,Breeder
99205,Empidonax hammondii,Hammond's Flycatcher,Present,Native,Uncommon,Breeder
99206,Empidonax oberholseri,Dusky Flycatcher,Present,Native,Uncommon,Breeder
99207,Empidonax traillii,Willow Flycatcher,Present,Native,Rare,No Data
99208,Empidonax wrightii,"Gray Flycatcher, Grey Flycatcher",Present,Not Native,Occasional,Migratory
99209,Myiarchus cinerascens,Ash-Throated Flycatcher,Present,Native,Uncommon,Breeder
99210,Sayornis nigricans,Black Phoebe,Present,Native,Uncommon,Breeder
99211,Sayornis saya,Say's Phoebe,Present,Native,Rare,Vagrant
99212,Tyrannus tyrannus,Eastern Kingbird,Present,Not Native,Occasional,Vagrant
99213,Tyrannus verticalis,Western Kingbird,Present,Native,Uncommon,Breeder
99214,Vireo cassinii,Cassin's Vireo,Present,Native,Uncommon,Breeder
99215,Vireo gilvus,Warbling Vireo,Present,Native,Uncommon,Breeder
99216,Vireo huttoni,Hutton's Vireo,Present,Native,Rare,Breeder
99217,Ardea herodias,Great Blue Heron,Present,Native,Uncommon,Resident
99218,Pelecanus erythrorhynchos,American White Pelican,Present,Native,Occasional,Migratory
99219,Colaptes auratus,Northern Flicker,Present,Native,Uncommon,Breeder
99220,Dryocopus pileatus,Pileated Woodpecker,Present,Native,Uncommon,Breeder
99221,Melanerpes formicivorus,Acorn Woodpecker,Present,Native,Uncommon,Breeder
99222,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",Present,Native,Rare,Vagrant
99223,Picoides albolarvatus,White-Headed Woodpecker,Present,Native,Uncommon,Breeder
99224,Picoides arcticus,Black-Backed Woodpecker,Present,Native,Rare,Breeder
99225,Picoides nuttallii,Nuttall's Woodpecker,Present,Native,Uncommon,Breeder
99226,Picoides pubescens,Downy Woodpecker,Present,Native,Uncommon,Breeder
99227,Picoides scalaris,Ladder-Backed Woodpecker,Present,Not Native,Occasional,Vagrant
99228,Picoides villosus,Hairy Woodpecker,Present,Native,Uncommon,Breeder
99229,Sphyrapicus nuchalis,Red-Naped Sapsucker,Present,Native,Rare,Vagrant
99230,Sphyrapicus ruber,Red-Breasted Sapsucker,Present,Native,Uncommon,Breeder
99231,Sphyrapicus thyroideus,Williamson's Sapsucker,Present,Native,Uncommon,Breeder
99232,Podiceps auritus,Horned Grebe,Present,Not Native,Occasional,Migratory
99233,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",Present,Native,Occasional,Migratory
99234,Podilymbus podiceps,Pied-Billed Grebe,Present,Native,Occasional,Migratory
99235,Oceanodroma melania,"Black Storm Petrel, Black Storm-Petrel",Present,Not Native,Occasional,Vagrant
99236,Aegolius acadicus,Northern Saw-Whet Owl,Present,Native,Rare,Breeder
99237,Asio flammeus,Short-Eared Owl,Present,Native,Rare,Vagrant
99238,Asio otus,Long-Eared Owl,Present,Native,Rare,No Data
99239,Bubo virginianus,Great Horned Owl,Present,Native,Uncommon,Breeder
99240,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Present,Native,Uncommon,Breeder
99241,Megascops kennicottii,"Tecolote Occidental, Western Screech Owl, Western Screech-Owl",Present,Native,Common,Breeder
99242,Otus flammeolus,Flammulated Owl,Present,Native,Rare,Breeder
99243,Strix nebulosa,"Great Gray Owl, Great Grey Owl",Present,Native,Rare,No Data
99244,Strix occidentalis,Spotted Owl,Present,Native,Uncommon,Breeder
99245,Strix varia,Barred Owl,Present,Not Native,Rare,No Data
99246,Tyto alba,"Barn Owl, Common Barn-Owl",Present,Native,Rare,Breeder
99247,Phalacrocorax auritus,Double-Crested Cormorant,Present,Not Native,Occasional,Migratory
115452,Accipiter cooperii,Cooper's Hawk,Present,Native,Uncommon,Breeder
115453,Accipiter gentilis,Northern Goshawk,Present,Native,Uncommon,Breeder
115454,Accipiter striatus,Sharp-Shinned Hawk,Present,Native,Rare,Breeder
115455,Aquila chrysaetos,Golden Eagle,Present,Native,Uncommon,Breeder
115456,Buteo jamaicensis,Red-Tailed Hawk,Present,Native,Common,Breeder
115457,Buteo lagopus,Rough-Legged Hawk,Present,Native,Rare,Migratory
115458,Buteo lineatus,Red-Shouldered Hawk,Present,Native,Uncommon,Vagrant
115459,Buteo regalis,Ferruginous Hawk,Present,Native,Occasional,Vagrant
115460,Buteo swainsoni,Swainson's Hawk,Present,Native,Occasional,Migratory
115461,Circus cyaneus,Northern Harrier,Present,Native,Rare,Migratory
115462,Elanus leucurus,White-Tailed Kite,Present,Native,Occasional,Migratory
115463,Haliaeetus leucocephalus,Bald Eagle,Present,Native,Rare,Migratory
115464,Cathartes aura,Turkey Vulture,Present,Native,Rare,Migratory
115465,Gymnogyps californianus,California Condor,Not Present (Historical Report),Native,No Data,No Data
115466,Pandion haliaetus,Osprey,Present,Native,Rare,Migratory
115467,Aix sponsa,Wood Duck,Present,Native,Rare,Vagrant
115468,Anas acuta,Northern Pintail,Present,Native,Occasional,Migratory
115469,Anas americana,American Wigeon,Present,Native,Occasional,Migratory
115470,Anas clypeata,Northern Shoveler,Present,Native,Occasional,Migratory
115471,Anas crecca,Green-Winged Teal,Present,Native,Rare,Vagrant
115472,Anas cyanoptera,Cinnamon Teal,Present,Native,Rare,Migratory
115473,Anas discors,Blue-Winged Teal,Present,Native,Rare,Breeder
115474,Anas platyrhynchos,Mallard,Present,Native,Uncommon,Breeder
115475,Anas strepera,Gadwall,Present,Native,Occasional,Migratory
115476,Aythya affinis,Lesser Scaup,Present,Native,Occasional,Migratory
115477,Aythya collaris,Ring-Necked Duck,Present,Native,Uncommon,Breeder
115478,Aythya valisineria,Canvasback,Present,Native,Occasional,Migratory
115479,Branta canadensis,Canada Goose,Present,Native,Common,Resident
115480,Bucephala albeola,Bufflehead,Present,Native,Rare,Vagrant
115481,Bucephala clangula,Common Goldeneye,Present,Native,Occasional,Migratory
115482,Bucephala islandica,Barrow's Goldeneye,Present,Native,Occasional,Vagrant
115483,Chen caerulescens,Snow Goose,Present,Native,Occasional,Migratory
115484,Cygnus columbianus,Tundra Swan,Present,Native,Occasional,Migratory
115485,Histrionicus histrionicus,Harlequin Duck,Present,Native,Rare,Breeder
115486,Lophodytes cucullatus,Hooded Merganser,Present,Native,Rare,Vagrant
115487,Mergus merganser,Common Merganser,Present,Native,Common,Breeder
115488,Oxyura jamaicensis,Ruddy Duck,Present,Native,Occasional,Migratory
115489,Selasphorus calliope,Calliope Hummingbird,Present,Native,Common,Breeder
115490,Aeronautes saxatalis,White-Throated Swift,Present,Native,Common,Breeder
115491,Chaetura vauxi,Vaux's Swift,Present,Native,Rare,Breeder
115492,Cypseloides niger,Black Swift,Present,Native,Common,Breeder
115493,Archilochus alexandri,Black-Chinned Hummingbird,Present,Native,Rare,Breeder
115494,Calypte anna,Anna's Hummingbird,Present,Native,Common,Breeder
115495,Selasphorus platycercus,Broad-Tailed Hummingbird,Present,Native,Occasional,Migratory
115496,Selasphorus rufus,Rufous Hummingbird,Present,Native,Uncommon,Migratory
115497,Selasphorus sasin,Allen's Hummingbird,Present,Native,Rare,No Data
115498,Chordeiles minor,Common Nighthawk,Present,Native,Rare,Migratory
115499,Phalaenoptilus nuttallii,Common Poorwill,Present,Native,Uncommon,Breeder
115500,Charadrius vociferus,Killdeer,Present,Native,Rare,Resident
115501,Hydroprogne caspia,Caspian Tern,Present,Not Native,Occasional,Migratory
115502,Larus californicus,California Gull,Present,Native,Uncommon,Vagrant
115503,Larus delawarensis,Ring-Billed Gull,Present,Native,Rare,Resident
115504,Himantopus mexicanus,Black-Necked Stilt,Present,Native,Occasional,Migratory
115505,Recurvirostra americana,American Avocet,Present,Native,Occasional,Migratory
115506,Actitis macularius,Spotted Sandpiper,Present,Native,Uncommon,Breeder
115507,Calidris minutilla,Least Sandpiper,Present,Native,Occasional,Vagrant
115508,Gallinago delicata,Wilson's Snipe,Present,Native,Rare,Breeder
115509,Phalaropus fulicarius,Red Phalarope,Present,Native,Occasional,Migratory
115510,Phalaropus lobatus,Red-Necked Phalarope,Present,Native,Rare,Resident
115511,Phalaropus tricolor,Wilson's Phalarope,Present,Native,Occasional,Migratory
115512,Tringa melanoleuca,Greater Yellowlegs,Present,Native,Occasional,Migratory
115513,Tringa semipalmata,Willet,Present,Native,Occasional,Migratory
115514,Tringa solitaria,Solitary Sandpiper,Present,Native,Occasional,Migratory
115515,Columba livia,Rock Pigeon,Present,Not Native,Rare,Vagrant
115516,Patagioenas fasciata,Band-Tailed Pigeon,Present,Native,Common,Breeder
115517,Streptopelia decaocto,Eurasian Collared Dove,Present,Not Native,Rare,Vagrant
115518,Zenaida macroura,Mourning Dove,Present,Native,Uncommon,Breeder
115519,Megaceryle alcyon,Belted Kingfisher,Present,Native,Rare,Resident
115520,Geococcyx californianus,Greater Roadrunner,Present,Native,Rare,Vagrant
115521,Falco columbarius,Merlin,Present,Native,Rare,Breeder
115522,Falco mexicanus,Prairie Falcon,Present,Native,Rare,Vagrant
115523,Falco peregrinus,Peregrine Falcon,Present,Native,Rare,Breeder
115524,Falco sparverius,American Kestrel,Present,Native,Uncommon,Breeder
115525,Callipepla californica,California Quail,Present,Native,Common,Breeder
115526,Oreortyx pictus,Mountain Quail,Present,Native,Common,Breeder
115527,Centrocercus urophasianus,Greater Sage-Grouse,Present,Native,Occasional,Vagrant
115528,Dendragapus fuliginosus,Sooty Grouse,Present,Native,Uncommon,Breeder
115529,Lagopus leucura,White-Tailed Ptarmigan,Present,Not Native,Uncommon,Breeder
115530,Meleagris gallopavo,Wild Turkey,Present,Not Native,Rare,Breeder
115531,Gavia immer,Common Loon,Present,Native,Occasional,Migratory
115532,Gavia pacifica,Pacific Loon,Present,Native,Occasional,Vagrant
115533,Grus canadensis,Sandhill Crane,Present,Native,Rare,Vagrant
115534,Coturnicops noveboracensis,Yellow Rail,Present,Native,Occasional,Migratory
115535,Fulica americana,American Coot,Present,Native,Rare,Migratory
115536,Porzana carolina,Sora,Present,Native,Occasional,Migratory
115537,Rallus limicola,Virginia Rail,Present,Native,Rare,Breeder
115538,Haemorhous mexicanus,House Finch,Present,Native,Common,Breeder
115539,Haemorhous purpureus,Purple Finch,Present,Native,Common,Breeder
115540,Psaltriparus minimus,Bushtit,Present,Native,Common,Breeder
115541,Eremophila alpestris,Horned Lark,Present,Native,Uncommon,Breeder
115542,Bombycilla cedrorum,Cedar Waxwing,Present,Native,Rare,Migratory
115543,Bombycilla garrulus,Bohemian Waxwing,Present,Native,Occasional,Migratory
115544,Calcarius ornatus,Chestnut-Collared Longspur,Present,Native,Occasional,Vagrant
115545,Passerina amoena,Lazuli Bunting,Present,Native,Uncommon,Breeder
115546,Passerina caerulea,Blue Grosbeak,Present,Native,Rare,Vagrant
115547,Passerina cyanea,Indigo Bunting,Present,Not Native,Occasional,Vagrant
115548,Pheucticus ludovicianus,Rose-Breasted Grosbeak,Present,Native,Occasional,Vagrant
115549,Pheucticus melanocephalus,Black-Headed Grosbeak,Present,Native,Common,Breeder
115550,Piranga ludoviciana,Western Tanager,Present,Native,Common,Breeder
115551,Certhia americana,Brown Creeper,Present,Native,Common,Breeder
115552,Cinclus mexicanus,American Dipper,Present,Native,Uncommon,Breeder
115553,Aphelocoma californica,Western Scrub-Jay,Present,Native,Abundant,Breeder
115554,Corvus brachyrhynchos,American Crow,Present,Native,Rare,Vagrant
115555,Corvus corax,Common Raven,Present,Unknown,Abundant,Breeder
115556,Cyanocitta stelleri,Steller's Jay,Present,Native,Abundant,Breeder
115557,Gymnorhinus cyanocephalus,Pinyon Jay,Present,Native,Occasional,Migratory
115558,Nucifraga columbiana,Clark's Nutcracker,Present,Native,Common,Breeder
115559,Pica hudsonia,Black-Billed Magpie,Present,Native,Occasional,Vagrant
115560,Pica nuttalli,Yellow-Billed Magpie,Present,Native,Occasional,Vagrant
115561,Aimophila ruficeps,Rufous-Crowned Sparrow,Present,Native,Uncommon,Breeder
115562,Ammodramus savannarum,Grasshopper Sparrow,Present,Native,Rare,No Data
115563,Amphispiza bilineata,Black-Throated Sparrow,Present,Native,Occasional,Migratory
115564,Artemisiospiza belli,Sage Sparrow,Present,Native,Uncommon,Resident
115565,Chondestes grammacus,Lark Sparrow,Present,Native,Rare,Migratory
115566,Junco hyemalis caniceps,Gray-Headed Junco,Present,Unknown,Occasional,Vagrant
115567,Junco hyemalis hyemalis,Slate-Colored Junco,Present,Native,Uncommon,"Migratory, Winter"
115568,Junco hyemalis oreganus,Oregon Junco,Present,Native,Abundant,Breeder
115569,Melospiza lincolnii,Lincoln's Sparrow,Present,Native,Uncommon,Breeder
115570,Melospiza melodia,Song Sparrow,Present,Native,Abundant,Breeder
115571,Melozone crissalis,California Towhee,Present,Native,Rare,Breeder
115572,Passerculus sandwichensis,Savannah Sparrow,Present,Native,Uncommon,No Data
115573,Passerella iliaca,"Fox Sparrow, Red Fox Sparrow",Present,Native,Common,Breeder
115574,Pipilo chlorurus,Green-Tailed Towhee,Present,Native,Uncommon,Breeder
115575,Pipilo maculatus,Spotted Towhee,Present,Native,Common,Breeder
115576,Pooecetes gramineus,Vesper Sparrow,Present,Native,Occasional,Migratory
115577,Spizella atrogularis,Black-Chinned Sparrow,Present,Native,Rare,Breeder
115578,Spizella breweri,Brewer's Sparrow,Present,Native,Occasional,Migratory
115579,Spizella pallida,Clay-Colored Sparrow,Present,Not Native,Occasional,Vagrant
115580,Spizella passerina,Chipping Sparrow,Present,Native,Common,Breeder
115581,Zonotrichia albicollis,White-Throated Sparrow,Present,Native,Occasional,Migratory
115582,Zonotrichia atricapilla,Golden-Crowned Sparrow,Present,Native,Common,Resident
115583,Zonotrichia leucophrys gambelii,Gambel's White-Crowned Sparrow,Present,Native,Common,No Data
115584,Zonotrichia leucophrys oriantha,Mountain White-Crowned Sparrow,Present,Native,Common,Breeder
115585,Zonotrichia querula,Harris's Sparrow,Present,Not Native,Occasional,Migratory
115586,Coccothraustes vespertinus,Evening Grosbeak,Present,Native,Uncommon,Breeder
115587,Haemorhous cassinii,Cassin's Finch,Present,Native,Common,Breeder
115588,Leucosticte tephrocotis,Gray-Crowned Rosy Finch,Present,Native,Common,Breeder
115589,Loxia curvirostra,Red Crossbill,Present,Native,Uncommon,Breeder
115590,Pinicola enucleator,Pine Grosbeak,Present,Native,Uncommon,Breeder
115591,Spinus lawrencei,Lawrence's Goldfinch,Present,Native,Rare,Breeder
115592,Spinus pinus,Pine Siskin,Present,Native,Common,Breeder
115593,Spinus psaltria,Lesser Goldfinch,Present,Native,Common,Breeder
115594,Spinus tristis,American Goldfinch,Present,Native,Uncommon,Breeder
115595,Hirundo rustica,Barn Swallow,Present,Native,Uncommon,Breeder
115596,Petrochelidon pyrrhonota,Cliff Swallow,Present,Native,Uncommon,Breeder
115597,Riparia riparia,Bank Swallow,Present,Native,Occasional,Vagrant
115598,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,Present,Native,Uncommon,Breeder
115599,Tachycineta bicolor,Tree Swallow,Present,Native,Uncommon,Breeder
115600,Tachycineta thalassina,Violet-Green Swallow,Present,Native,Common,Breeder
115601,Agelaius phoeniceus,Red-Winged Blackbird,Present,Native,Common,Breeder
115602,Dolichonyx oryzivorus,Bobolink,Present,Native,Occasional,Vagrant
115603,Euphagus cyanocephalus,Brewer's Blackbird,Present,Native,Abundant,Breeder
115604,Icterus bullockii,Bullock's Oriole,Present,Native,Common,Breeder
115605,Icterus parisorum,Scott's Oriole,Present,Native,Uncommon,Summer
115606,Molothrus ater,Brown-Headed Cowbird,Present,Not Native,Common,"Migratory, Summer"
115607,Quiscalus mexicanus,Great-Tailed Grackle,Present,Native,Occasional,Vagrant
115608,Sturnella neglecta,Western Meadowlark,Present,Native,Uncommon,Breeder
115609,Xanthocephalus xanthocephalus,Yellow-Headed Blackbird,Present,Native,Rare,Migratory
115610,Lanius excubitor,Northern Shrike,Present,Native,Occasional,Vagrant
115611,Lanius ludovicianus,Loggerhead Shrike,Present,Native,Rare,Vagrant
115612,Dumetella carolinensis,Gray Catbird,Present,Not Native,Occasional,Vagrant
115613,Mimus polyglottos,Northern Mockingbird,Present,Native,Rare,Vagrant
115614,Oreoscoptes montanus,Sage Thrasher,Present,Native,Occasional,Migratory
115615,Toxostoma redivivum,California Thrasher,Present,Native,Uncommon,Breeder
115616,Anthus rubescens,American Pipit,Present,Native,Uncommon,Breeder
115617,Baeolophus inornatus,Oak Titmouse,Present,Native,Common,Breeder
115618,Poecile gambeli,Mountain Chickadee,Present,Native,Abundant,Resident
115619,Poecile rufescens,Chestnut-Backed Chickadee,Present,Native,Uncommon,Resident
115620,Cardellina pusilla,Wilson's Warbler,Present,Native,Uncommon,Breeder
115621,Geothlypis tolmiei,Macgillivray's Warbler,Present,Native,Uncommon,Breeder
115622,Geothlypis trichas,Common Yellowthroat,Present,Native,Occasional,Migratory
115623,Icteria virens,Yellow-Breasted Chat,Present,Native,Occasional,Migratory
115624,Mniotilta varia,Black-And-White Warbler,Present,Native,Occasional,Vagrant
115625,Myioborus pictus,Painted Redstart,Present,Not Native,Occasional,Vagrant
115626,Oreothlypis celata,Orange-Crowned Warbler,Present,Native,Common,Breeder
115627,Oreothlypis peregrina,Tennessee Warbler,Present,Native,Occasional,Vagrant
115628,Oreothlypis ruficapilla,Nashville Warbler,Present,Native,Common,Breeder
115629,Oreothlypis virginiae,Virginia's Warbler,Present,Native,Occasional,Migratory
115630,Seiurus aurocapilla,Ovenbird,Present,Unknown,Occasional,Vagrant
115631,Setophaga americana,Northern Parula,Present,Not Native,Occasional,Vagrant
115632,Setophaga cerulea,Cerulean Warbler,Present,Native,Occasional,Vagrant
115633,Setophaga citrina,Hooded Warbler,Present,Not Native,Occasional,Vagrant
115634,Setophaga coronata auduboni,Audubon's Warbler,Present,Native,Abundant,Breeder
115635,Setophaga coronata coronata,Myrtle Warbler (Yellow-Rumped),Present,Native,Occasional,Vagrant
115636,Setophaga magnolia,Magnolia Warbler,Present,Native,Rare,Vagrant
115637,Setophaga nigrescens,Black-Throated Gray Warbler,Present,Native,Common,Breeder
115638,Setophaga occidentalis,Hermit Warbler,Present,Native,Common,Breeder
115639,Setophaga palmarum,Palm Warbler,Present,Unknown,Occasional,Vagrant
115640,Setophaga petechia,Yellow Warbler,Present,Native,Common,Breeder
115641,Setophaga ruticilla,American Redstart,Present,Native,Occasional,Migratory
115642,Setophaga striata,Blackpoll Warbler,Present,Native,Occasional,Vagrant
115643,Setophaga townsendi,Townsend's Warbler,Present,Native,Uncommon,Breeder
115644,Passer domesticus,House Sparrow,Present,Not Native,Common,Breeder
115645,Polioptila caerulea,Blue-Gray Gnatcatcher,Present,Native,Rare,Breeder
115646,Phainopepla nitens,Phainopepla,Present,Native,Occasional,Vagrant
115647,Regulus calendula,Ruby-Crowned Kinglet,Present,Native,Abundant,Breeder
115648,Regulus satrapa,Golden-Crowned Kinglet,Present,Native,Abundant,Breeder
115649,Sitta canadensis,Red-Breasted Nuthatch,Present,Native,Common,Breeder
115650,Sitta carolinensis,White-Breasted Nuthatch,Present,Native,Common,Breeder
115651,Sitta pygmaea,Pygmy Nuthatch,Present,Native,Uncommon,Breeder
115652,Sturnus vulgaris,European Starling,Present,Not Native,Common,Breeder
115653,Chamaea fasciata,Wrentit,Present,Native,Common,Breeder
115654,Catherpes mexicanus,Canyon Wren,Present,Native,Common,Breeder
115655,Cistothorus palustris,Marsh Wren,Present,Native,Rare,Migratory
115656,Salpinctes obsoletus,Rock Wren,Present,Native,Uncommon,Breeder
115657,Thryomanes bewickii,Bewick's Wren,Present,Native,Uncommon,Breeder
115658,Troglodytes aedon,House Wren,Present,Native,Common,Breeder
115659,Troglodytes pacificus,Pacific Wren,Present,Native,Uncommon,Breeder
115660,Catharus guttatus,Hermit Thrush,Present,Native,Common,Breeder
115661,Catharus ustulatus,Swainson's Thrush,Present,Native,Uncommon,Breeder
115662,Ixoreus naevius,Varied Thrush,Present,Native,Uncommon,Vagrant
115663,Myadestes townsendi,Townsend's Solitaire,Present,Native,Uncommon,Breeder
115664,Sialia currucoides,Mountain Bluebird,Present,Native,Uncommon,Breeder
115665,Sialia mexicana,Western Bluebird,Present,Native,Common,Breeder
115666,Turdus migratorius,American Robin,Present,Native,Abundant,Breeder
115667,Contopus cooperi,Olive-Sided Flycatcher,Present,Native,Common,Breeder
115668,Contopus sordidulus,Western Wood-Pewee,Present,Native,Common,Breeder
115669,Empidonax difficilis,Pacific-Slope Flycatcher,Present,Native,Uncommon,Breeder
115670,Empidonax hammondii,Hammond's Flycatcher,Present,Native,Common,Breeder
115671,Empidonax oberholseri,Dusky Flycatcher,Present,Native,Uncommon,Breeder
115672,Empidonax traillii,Willow Flycatcher,Present,Native,Rare,Breeder
115673,Empidonax wrightii,Gray Flycatcher,Present,Native,Occasional,Migratory
115674,Myiarchus cinerascens,Ash-Throated Flycatcher,Present,Native,Rare,Breeder
115675,Pyrocephalus rubinus,Vermilion Flycatcher,Present,Not Native,Occasional,Vagrant
115676,Sayornis nigricans,Black Phoebe,Present,Native,Common,Breeder
115677,Sayornis saya,Say's Phoebe,Present,Native,Rare,Migratory
115678,Tyrannus tyrannus,Eastern Kingbird,Present,Unknown,Rare,Vagrant
115679,Tyrannus verticalis,Western Kingbird,Present,Native,Rare,Resident
115680,Vireo cassinii,Cassin's Vireo,Present,Native,Common,Breeder
115681,Vireo gilvus,Warbling Vireo,Present,Native,Common,Breeder
115682,Vireo huttoni,Hutton's Vireo,Present,Native,Uncommon,Breeder
115683,Vireo olivaceus,Red-Eyed Vireo,Present,Not Native,Occasional,Vagrant
115684,Ardea alba,Great Egret,Present,Native,Occasional,Migratory
115685,Ardea herodias,Great Blue Heron,Present,Native,Uncommon,Vagrant
115686,Botaurus lentiginosus,American Bittern,Present,Native,Occasional,Vagrant
115687,Butorides virescens,Green Heron,Present,Unknown,Occasional,Vagrant
115688,Egretta thula,Snowy Egret,Present,Native,Occasional,Migratory
115689,Nycticorax nycticorax,Black-Crowned Night Heron,Present,Native,Occasional,Migratory
115690,Pelecanus erythrorhynchos,American White Pelican,Present,Native,Rare,Migratory
115691,Pelecanus occidentalis,Brown Pelican,Present,Unknown,Rare,Vagrant
115692,Plegadis chihi,White-Faced Ibis,Present,Native,Occasional,Vagrant
115693,Colaptes auratus,Northern Flicker,Present,Native,Common,Breeder
115694,Dryocopus pileatus,Pileated Woodpecker,Present,Native,Uncommon,Breeder
115695,Melanerpes formicivorus,Acorn Woodpecker,Present,Native,Abundant,Breeder
115696,Melanerpes lewis,Lewis's Woodpecker,Present,Native,Rare,No Data
115697,Picoides albolarvatus,White-Headed Woodpecker,Present,Native,Common,Breeder
115698,Picoides arcticus,Black-Backed Woodpecker,Present,Native,Rare,Breeder
115699,Picoides nuttallii,Nuttall's Woodpecker,Present,Native,Common,Breeder
115700,Picoides pubescens,Downy Woodpecker,Present,Native,Uncommon,Breeder
115701,Picoides villosus,Hairy Woodpecker,Present,Native,Common,Breeder
115702,Sphyrapicus nuchalis,Red-Naped Sapsucker,Present,Native,Rare,Vagrant
115703,Sphyrapicus ruber,Red-Breasted Sapsucker,Present,Native,Common,Breeder
115704,Sphyrapicus thyroideus,Williamson's Sapsucker,Present,Native,Uncommon,Breeder
115705,Aechmophorus clarkii,Clark's Grebe,Present,Native,Rare,Vagrant
115706,Aechmophorus occidentalis,Western Grebe,Present,Native,Occasional,Migratory
115707,Podiceps auritus,Horned Grebe,Present,Native,Occasional,Migratory
115708,Podiceps nigricollis,Eared Grebe,Present,Native,Occasional,Migratory
115709,Podilymbus podiceps,Pied-Billed Grebe,Present,Native,Rare,Migratory
115710,Aegolius acadicus,Northern Saw-Whet Owl,Present,Native,Rare,No Data
115711,Asio flammeus,Short-Eared Owl,Present,Unknown,Rare,Summer
115712,Asio otus,Long-Eared Owl,Present,Native,Rare,Resident
115713,Athene cunicularia,Burrowing Owl,Present,Native,Occasional,Migratory
115714,Bubo virginianus,Great Horned Owl,Present,Native,Common,Breeder
115715,Glaucidium gnoma,Northern Pygmy Owl,Present,Native,Uncommon,Breeder
115716,Megascops kennicottii,Western Screech-Owl,Present,Native,Common,Breeder
115717,Otus flammeolus,Flammulated Owl,Present,Native,Uncommon,Breeder
115718,Strix nebulosa,Great Gray Owl,Present,Native,Rare,Breeder
115719,Strix occidentalis,Spotted Owl,Present,Native,Uncommon,Breeder
115720,Tyto alba,Barn Owl,Present,Native,Occasional,Vagrant
